Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
camel,1.0,org.apache.camel.component.mock.MockEndpoint$3,2,2,0,3,5,0,1,3,1,0.0,25,0.0,1,0.8888889000000001,0.6666667,0,0,10.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.impl.EventDrivenConsumerRoute,5,2,0,8,13,0,3,5,4,0.0,64,1.0,1,0.6363635999999999,0.45,1,1,11.6,,,,,,,1,0.8,0
camel,1.0,org.apache.camel.bam.ActivityLifecycle,4,2,0,5,7,4,4,1,2,0.8888889000000001,45,0.33333334,3,0.85714287,0.44444445,1,1,9.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.component.cxf.transport.CamelConstants,1,1,0,0,2,0,0,0,1,2.0,22,0.0,0,0.0,1.0,0,0,3.0,,,,,,,0,0.0,0
camel,1.0,org.apache.camel.spring.Main$1,2,2,0,2,5,0,1,2,0,0.0,20,0.0,1,0.8333333,0.75,1,1,8.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.impl.DefaultExchangeConverter,2,1,0,3,3,1,1,2,2,2.0,7,0.0,0,0.0,0.6666667,0,0,2.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.CamelTemplate,25,2,0,18,45,252,8,14,20,0.675,273,1.0,3,0.23333333,0.24,1,1,9.72,,,,,,,5,1.12,0
camel,1.0,org.apache.camel.component.mail.MailProducer$1,2,1,0,5,6,0,1,5,1,0.0,25,0.0,2,0.0,0.625,0,0,10.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.spi.Policy,1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,,,,,,,1,1.0,0
camel,1.0,org.apache.camel.bam.processor.ProcessContext,14,1,0,6,18,61,2,5,14,0.83076924,81,1.0,5,0.0,0.29761904,0,0,4.428571,,,,,,,1,0.9285714,0
camel,1.0,org.apache.camel.component.mina.MinaProducer$1,2,0,0,3,4,1,1,3,1,1.0,14,0.0,1,0.0,0.625,0,0,5.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.builder.Fluent,3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,,,,,,,1,1.0,0
camel,1.0,org.apache.camel.builder.PolicyBuilder,4,1,0,5,15,0,1,5,4,0.5555555999999999,68,1.0,2,0.0,0.5,0,0,15.25,,,,,,,1,0.75,0
camel,1.0,org.apache.camel.component.mail.MailBinding,7,1,0,11,38,21,4,9,3,2.0,167,0.0,0,0.0,0.3,0,0,22.857143,,,,,,,3,1.4285715,0
camel,1.0,org.apache.camel.builder.ValueBuilder,26,1,1,10,47,0,5,5,24,0.08,236,1.0,1,0.0,0.25824177,0,0,8.038461999999999,,,,,,,2,1.0,0
camel,1.0,org.apache.camel.Producer,3,1,0,35,3,3,32,4,3,2.0,3,0.0,0,0.0,0.6666667,0,0,0.0,,,,,,,1,1.0,0
camel,1.0,org.apache.camel.builder.xml.DomResultHandler,3,1,0,3,7,0,1,2,3,0.0,21,1.0,0,0.0,0.6666667,0,0,5.6666665,,,,,,,1,0.6666667,0
camel,1.0,org.apache.camel.component.jbi.JbiExchange,19,2,0,8,25,163,5,5,15,0.9166667,124,1.0,1,0.60465115,0.2736842,1,2,5.4210525,,,,,,,1,0.8947368,0
camel,1.0,org.apache.camel.FailedToCreateProducerException,2,5,0,4,7,0,2,2,2,0.0,25,1.0,1,0.9444444,0.6666667,0,0,11.0,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.util.ExpressionListComparator,3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.333332999999998,,,,,,,2,1.0,0
camel,1.0,org.apache.camel.spring.spi.SpringTransactionPolicy$1,5,3,0,7,15,4,2,7,2,0.75,69,0.0,1,0.7777778000000001,0.31428573,0,0,12.4,,,,,,,2,1.0,0
camel,1.0,org.apache.camel.Endpoint,9,1,0,99,9,36,95,6,9,2.0,9,0.0,0,0.0,0.44444445,0,0,0.0,,,,,,,1,1.0,0
camel,1.0,org.apache.camel.component.mail.MailMessage,13,3,0,8,29,36,1,8,11,0.5,158,1.0,0,0.65625,0.32692307,2,7,11.076922999999999,,,,,,,4,1.3076923,0
camel,1.0,org.apache.camel.builder.PredicateBuilder$4,3,2,0,5,5,3,1,4,0,2.0,18,0.0,0,0.8,0.5,1,3,5.0,,,,,,,2,1.0,0
camel,1.0,org.apache.camel.component.mail.MailConsumer,10,4,0,9,41,17,1,9,3,0.6666667,218,1.0,1,0.7714286,0.29629629999999996,2,4,20.5,,,,,,,3,1.1,0
camel,1.0,org.apache.camel.component.direct.DirectEndpoint$1,2,3,0,4,4,0,1,4,1,0.0,15,0.0,1,0.9230769,0.625,0,0,6.0,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.converter.ObjectConverter,5,1,0,6,15,10,6,0,5,2.0,82,0.0,0,0.0,0.5,0,0,15.4,,,,,,,4,2.8,0
camel,1.0,org.apache.camel.bam.ProcessBuilder$1,2,2,0,5,6,0,1,5,0,0.0,17,0.0,1,0.6666667,0.6666667,1,1,7.0,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.spring.xml.ScriptDefinitionParser,2,6,0,5,10,0,1,4,1,0.0,42,1.0,0,0.95454544,0.6,1,1,19.5,,,,,,,3,1.5,0
camel,1.0,org.apache.camel.bam.model.ActivityDefinition,7,2,0,6,13,17,4,2,7,0.75,46,1.0,1,0.33333334,0.42857143,0,0,5.285714,,,,,,,1,0.85714287,0
camel,1.0,org.apache.camel.builder.ExpressionBuilder$4,3,1,0,4,6,3,1,3,2,2.0,12,0.0,0,0.0,0.6666667,0,0,3.0,,,,,,,1,0.6666667,0
camel,1.0,org.apache.camel.builder.script.ScriptBuilder,56,1,0,13,88,1436,0,13,45,0.6757576,634,1.0,0,0.0,0.12575758,0,0,10.214286,,,,,,,6,1.1071428,0
camel,1.0,org.apache.camel.TypeConverter,1,1,0,17,1,0,17,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,,,,,,,1,1.0,0
camel,1.0,org.apache.camel.spring.util.ReflectionUtils,3,2,0,5,18,3,2,3,3,2.0,65,0.0,0,0.875,0.41666666,0,0,20.666666,,,,,,,4,1.6666666,0
camel,1.0,org.apache.camel.bam.processor.NoCorrelationKeyException,3,4,0,4,9,0,1,4,3,0.5,33,1.0,2,0.8947368,0.5555555999999999,0,0,9.333333,,,,,,,1,0.6666667,0
camel,1.0,org.apache.camel.component.xmpp.XmppConsumer,5,3,0,14,29,0,1,14,2,0.5,129,1.0,1,0.8333333,0.4375,1,1,24.4,,,,,,,5,1.4,0
camel,1.0,org.apache.camel.component.mail.MessageHeaderNamesAccessException,1,5,0,2,2,0,1,1,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,,,,,,,0,0.0,0
camel,1.0,org.apache.camel.processor.ChoiceProcessor,7,2,0,7,25,0,1,6,5,0.16666667,153,1.0,1,0.53846157,0.35714287,1,1,20.571428,,,,,,,4,1.2857143,0
camel,1.0,org.apache.camel.builder.SplitterBuilder,2,3,0,4,5,0,1,4,2,0.0,20,1.0,1,0.9859155000000001,0.6666667,1,1,8.5,,,,,,,1,0.5,0
camel,1.0,org.apache.camel.processor.CompositeProcessor,6,2,0,5,17,0,1,4,4,0.0,80,1.0,0,0.5833333,0.44444445,1,1,12.166667,,,,,,,3,1.1666666,0
camel,1.0,org.apache.camel.component.xmpp.XmppExchange,19,2,0,9,23,165,4,7,15,0.8333333,105,1.0,1,0.60465115,0.2736842,1,3,4.4736843,,,,,,,1,0.8947368,0
camel,1.0,org.apache.camel.builder.ExpressionBuilder$3,3,1,0,3,8,0,1,2,2,0.0,23,0.0,0,0.0,0.5555555999999999,0,0,6.3333335,,,,,,,1,0.6666667,0
camel,1.0,org.apache.camel.component.mail.MailConverters,3,1,0,0,13,3,0,0,3,2.0,57,0.0,0,0.0,0.44444445,0,0,18.0,,,,,,,1,0.6666667,0
camel,1.0,org.apache.camel.component.jms.RuntimeJmsException,1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,,,,,,,0,0.0,0
camel,1.0,org.apache.camel.impl.DefaultMessage,11,2,9,15,23,49,10,5,9,0.6,87,1.0,0,0.52380955,0.3272727,1,1,6.818182000000001,,,,,,,2,1.0909091,0
camel,1.0,org.apache.camel.util.ResolverUtil$IsA,3,1,0,2,9,0,1,1,3,0.0,32,1.0,0,0.0,0.8333333,0,0,9.333333,,,,,,,3,1.3333334,0
