Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
pBeans,2.0,net.sourceforge.pbeans.servlet.ConversionException,3,3,0,1,4,0,1,0,3,0.5,21,1.0,0,0.8947368,0.5555555999999999,0,0,5.3333335,,,,0,0,,1,0.6666667,0
pBeans,2.0,net.sourceforge.pbeans.MultiValueContainer,4,1,0,2,9,0,1,1,4,0.0,28,1.0,0,0.0,0.625,0,0,5.75,,,,0,0,,1,0.75,0
pBeans,2.0,net.sourceforge.pbeans.PersistentMap,14,1,0,4,41,33,2,4,11,0.5769231,345,1.0,1,0.0,0.42857143,0,0,23.5,,,,1,2,,2,1.0,1
pBeans,2.0,net.sourceforge.pbeans.data.mysql.DatabaseImpl,15,2,0,2,37,105,0,2,5,2.0,301,0.0,0,0.7878788000000001,0.26666668,1,5,19.066668,,,,0,0,,2,1.0,0
pBeans,2.0,net.sourceforge.pbeans.data.BeanWrapper,1,1,0,3,2,0,3,0,1,2.0,12,0.0,0,0.0,1.0,0,0,9.0,,,,0,0,,0,0.0,0
pBeans,2.0,net.sourceforge.pbeans.data.DatabaseFactory,1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,,,,1,0,,1,1.0,0
pBeans,2.0,net.sourceforge.pbeans.servlet.RequestHelper,7,1,0,7,32,9,0,7,7,0.6111111,244,1.0,0,0.0,0.46938777,0,0,33.42857,,,,0,0,,1,0.71428573,0
pBeans,2.0,net.sourceforge.pbeans.util.Hash,4,1,0,4,16,4,4,0,3,0.6666667,85,1.0,0,0.0,0.33333334,0,0,19.75,,,,0,0,,2,0.75,0
pBeans,2.0,net.sourceforge.pbeans.MissingEntryException,2,1,0,0,6,0,0,0,2,0.0,28,1.0,0,0.0,0.75,0,0,12.0,,,,0,0,,1,0.5,0
pBeans,2.0,net.sourceforge.pbeans.Store$ObjectInfo,9,3,0,8,25,0,2,7,0,0.5416667,220,0.8333333,4,0.5,0.33333334,0,0,22.777779000000002,,,,,0,,1,0.7777778000000001,0
pBeans,2.0,net.sourceforge.pbeans.data.ConnectionPool,10,1,0,2,30,11,2,1,4,0.73015875,209,1.0,0,0.0,0.36111109999999996,0,0,19.2,,,,1,1,,1,0.8,2
pBeans,2.0,net.sourceforge.pbeans.Store$LateUpdate,5,1,0,7,28,0,2,6,5,0.34375,205,0.875,3,0.0,0.36363637,0,0,38.4,,,,,0,,1,0.6,0
pBeans,2.0,net.sourceforge.pbeans.SimpleLogicalOperator,4,1,0,3,5,0,3,1,4,0.0,20,1.0,0,0.0,0.75,0,0,3.75,,,,0,0,,1,0.75,0
