Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
jEdit,4.3,org.gjt.sp.jedit.menu.DynamicMenuProvider,2,1,0,9,2,1,9,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,3,1,2,1,0,,1,1.0,0
jEdit,4.3,org.gjt.sp.jedit.menu.DirectoryProvider$1,2,1,0,4,5,0,1,4,1,0.5,20,0.0,2,0.0,0.625,0,0,8.0,,0,,,0,,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.pluginmgr.InstallPanel$SizeLabel,2,5,0,4,16,0,1,4,1,0.0,86,0.5,1,0.99852943,0.6666667,0,0,41.0,,0,,,0,,5,2.5,0
jEdit,4.3,org.gjt.sp.jedit.menu.EnhancedMenu,8,7,0,12,41,22,2,11,7,0.54285717,212,1.0,3,0.99420625,0.46875,1,1,24.875,2,1,0,1,0,,8,1.5,0
jEdit,4.3,org.gjt.sp.jedit.Buffer$4,2,1,0,3,4,0,1,3,1,0.33333334,24,0.0,2,0.0,0.625,0,0,9.5,,0,,,0,,1,0.5,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BSHAssignment,3,2,0,12,20,3,1,11,1,1.0,294,0.0,0,0.8947368,0.53333336,1,1,96.666664,3,2,0,0,0,,1,0.6666667,0
jEdit,4.3,org.gjt.sp.jedit.EditPlugin$Deferred,4,2,0,3,9,0,2,2,2,0.33333334,31,1.0,0,0.875,0.5,1,4,6.5,,0,,,0,,1,0.75,0
jEdit,4.3,org.gjt.sp.util.WorkThreadPool,20,1,0,15,45,62,14,5,9,0.84586465,603,0.78571427,5,0.0,0.17222223,0,0,28.45,3,2,12,1,0,,14,3.0,0
jEdit,4.3,org.gjt.sp.jedit.textarea.TextAreaException,1,3,0,2,2,0,2,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,5,3,39,0,0,,0,0.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.Remote,7,1,0,0,48,21,0,0,3,2.0,333,0.0,0,0.0,0.2857143,0,0,46.57143,4,3,4,0,0,,3,1.2857143,0
jEdit,4.3,org.gjt.sp.jedit.pluginmgr.PluginList$Dependency,5,1,0,9,22,0,4,6,1,0.25,249,0.0,1,0.0,0.45,0,0,47.8,,0,,,0,,18,6.2,0
jEdit,4.3,org.gjt.sp.jedit.gui.FilesChangedDialog$Renderer,2,6,0,2,12,0,1,1,1,0.0,57,1.0,0,0.99861497,0.6,1,1,26.5,,0,,,0,,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.bsh.BshClassManager$SignatureKey,3,1,0,1,8,0,1,0,2,0.125,147,0.0,0,0.0,0.46666667,1,1,46.666668,,0,,,0,,10,5.0,0
jEdit,4.3,org.gjt.sp.jedit.gui.FontSelectorDialog,22,7,0,8,85,187,4,7,3,0.7619048,695,1.0,1,0.97473997,0.17460318,3,5,30.045454,0,0,,1,0,,5,1.0,0
jEdit,4.3,org.gjt.sp.jedit.pluginmgr.InstallPanel$TextRenderer,2,6,0,1,5,0,1,0,1,0.0,31,1.0,0,0.99856114,0.5833333,1,1,14.0,,0,,,0,,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.Marker,7,1,0,9,10,0,9,1,2,0.625,64,1.0,1,0.0,0.42857143,0,0,7.571428999999999,2,1,0,1,0,,2,1.1428572,0
jEdit,4.3,org.gjt.sp.jedit.gui.PasteFromListDialog$MouseHandler,2,2,0,1,5,0,1,1,1,0.0,17,0.0,1,0.8888889000000001,0.6666667,0,0,7.0,,0,,,0,,2,1.0,0
jEdit,4.3,org.gjt.sp.jedit.textarea.StructureMatcher$Highlight,4,2,0,4,20,0,1,4,1,0.0,227,1.0,1,0.5714286,0.5,1,1,55.5,,0,,,0,,7,3.25,0
