Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
poi,1.5,org.apache.poi.poifs.storage.BlockAllocationTableReader,7,1,0,12,29,1,7,6,1,0.0,257,1.0,1,0.0,0.51428574,0,0,35.57143,,,,,,,2,0.71428573,0
poi,1.5,org.apache.poi.hssf.util.HSSFColor$WHITE,5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,,,,,,,1,0.6,0
poi,1.5,org.apache.poi.hssf.record.WSBoolRecord,30,2,0,7,43,183,3,4,27,0.86494255,391,0.9166667,9,0.2972973,0.28735632,1,6,11.633333,,,,,,,2,0.9,1
poi,1.5,org.apache.poi.poifs.storage.PropertyBlock$1,3,2,0,2,4,3,1,1,1,2.0,9,0.0,0,0.93333334,1.0,0,0,2.0,,,,,,,1,0.6666667,0
poi,1.5,org.apache.poi.hssf.record.BoundSheetRecord,19,2,0,7,34,141,3,4,17,0.8148148000000001,253,0.8333333,0,0.40740740000000003,0.30701753,1,6,12.0,,,,,,,2,0.8947368,3
poi,1.5,org.apache.poi.hssf.record.IterationRecord,11,2,0,5,21,43,2,3,9,0.85,116,0.5,0,0.57894737,0.41818180000000005,1,6,9.363636,,,,,,,2,1.0,1
poi,1.5,org.apache.poi.hssf.record.formula.AreaPtg,23,2,0,2,36,201,1,2,23,0.8333333,379,0.8333333,0,0.25,0.36956522,1,2,15.217391000000001,,,,,,,2,1.1304348,8
poi,1.5,org.apache.poi.hssf.record.DBCellRecord,15,2,0,6,31,79,3,3,13,0.78571427,251,0.6666667,0,0.47826087,0.48333332,1,6,15.533334,,,,,,,3,1.2,2
poi,1.5,org.apache.poi.poifs.storage.ListManagedBlock,1,1,0,13,1,0,13,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,,,,,,,1,1.0,0
poi,1.5,org.apache.poi.hssf.record.formula.OperationPtg,3,1,0,11,3,3,10,1,3,1.5,6,0.0,0,0.0,0.6666667,0,0,0.0,,,,,,,1,1.0,2
poi,1.5,org.apache.poi.hssf.record.ChartRecord,17,2,0,5,29,94,1,4,15,0.8125,240,0.8,0,0.44,0.47058824,1,6,12.823528999999999,,,,,,,2,0.88235295,1
poi,1.5,org.apache.poi.hpsf.HPSFException,5,3,3,3,7,4,3,0,5,0.5,29,1.0,0,0.9444444,0.6,0,0,4.6,,,,,,,1,0.2,1
poi,1.5,org.apache.poi.hssf.record.FormulaRecord,35,2,0,8,53,535,3,5,30,0.9411765,396,0.8181818000000001,0,0.25581396,0.225,1,5,10.0,,,,,,,7,1.6,10
poi,1.5,org.apache.poi.hssf.util.HSSFColor$DARK_TEAL,5,2,0,1,6,8,1,1,4,1.0833334,33,0.0,0,0.5714286,1.0,0,0,5.0,,,,,,,1,0.6,0
poi,1.5,org.apache.poi.poifs.storage.SmallBlockTableReader,2,1,0,9,8,1,2,7,2,2.0,24,0.0,0,0.0,0.5,0,0,11.0,,,,,,,1,0.5,0
poi,1.5,org.apache.poi.hpsf.UnexpectedPropertySetTypeException,4,4,0,4,8,6,3,1,4,2.0,20,0.0,0,1.0,0.6666667,0,0,4.0,,,,,,,0,0.0,1
