Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
prop-1,ver-192,class-79802,0,1,0,0,0,0,0,0,0,2.0,2,0.0,0,0.0,0.0,0,0,0.0,,,,,,,0,0.0,0
prop-1,ver-192,class-85962,5,7,0,24,30,4,0,24,1,0.9166667,140,0.0,0,0.88461536,0.6666667,2,3,26.4,,,,,,,1,0.6,1
prop-1,ver-192,class-84911,6,4,0,19,43,13,3,16,4,1.0,191,0.0,0,0.9550562,0.5,3,9,30.333334000000004,,,,,,,1,0.6666667,0
prop-1,ver-192,class-79905,3,1,0,3,11,3,0,3,2,1.0,73,0.0,0,0.0,0.33333334,0,0,22.333334,,,,,,,3,1.6666666,0
prop-1,ver-192,class-79661,3,4,0,3,8,3,0,3,1,1.5,34,1.0,0,0.8947368,0.5555555999999999,1,2,10.0,,,,,,,3,1.3333334,0
prop-1,ver-192,class-86524,6,5,0,17,25,15,0,17,1,1.0,107,0.33333334,0,0.88235295,0.37142858,1,1,16.333334,,,,,,,4,1.1666666,0
prop-1,ver-192,class-87243,4,6,0,9,13,4,0,9,1,1.0,43,0.0,0,0.9130434999999999,0.5555555999999999,2,2,9.0,,,,,,,1,0.5,0
prop-1,ver-192,class-85912,2,3,0,8,14,1,0,8,2,2.0,51,0.0,0,0.85714287,0.6666667,1,1,24.5,,,,,,,4,2.0,0
prop-1,ver-192,class-85727,5,7,0,21,25,4,0,21,1,0.9166667,87,0.0,0,0.88461536,0.6666667,2,3,15.8,,,,,,,1,0.6,0
prop-1,ver-192,class-85871,3,3,0,10,18,3,0,10,2,2.0,83,0.0,0,0.7777778000000001,0.46666667,1,1,26.666665999999996,,,,,,,5,2.0,0
prop-1,ver-192,class-85241,2,3,0,17,14,1,0,17,2,2.0,55,0.0,0,0.875,0.625,1,1,26.5,,,,,,,6,3.0,0
prop-1,ver-192,class-79898,2,2,0,16,20,1,0,16,2,2.0,108,1.0,0,0.5,0.75,0,0,52.5,,,,,,,5,2.5,0
prop-1,ver-192,class-86582,41,1,0,7,50,820,0,7,40,2.0,398,0.0,0,0.0,0.6178861999999999,0,0,8.707317,,,,,,,3,1.0487803999999998,0
prop-1,ver-192,class-80704,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,,,,,,,0,0.0,0
