Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
log4j,1.2,org.apache.log4j.jmx.Agent,4,1,0,3,15,4,1,2,2,0.8333333,68,0.0,1,0.0,0.5,0,0,15.5,2,2,,0,0,,1,0.5,2
log4j,1.2,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryPath,8,1,0,6,23,0,5,1,8,0.0,154,1.0,0,0.0,0.34375,0,0,18.125,1,1,,0,0,,2,1.0,2
log4j,1.2,org.apache.log4j.lf5.StartLogFactor5,2,1,0,3,10,1,0,3,2,2.0,20,0.0,0,0.0,0.5,0,0,9.0,1,1,,0,0,,1,0.5,2
log4j,1.2,org.apache.log4j.net.SimpleSocketServer,6,1,0,5,30,9,0,5,2,0.6666667,144,0.0,1,0.0,0.33333334,0,0,22.5,2,2,,1,1,,2,1.0,3
log4j,1.2,org.apache.log4j.spi.HierarchyEventListener,2,1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,4,1,,0,0,,1,1.0,2
log4j,1.2,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel$1,2,1,0,2,4,0,1,2,1,0.0,19,1.0,2,0.0,0.6666667,0,0,7.5,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.nt.NTEventLogAppender,17,2,0,8,30,114,1,7,13,0.828125,200,1.0,0,0.64285713,0.3625,1,1,10.294118,4,2,,1,1,,4,0.8235294,4
log4j,1.2,org.apache.log4j.xml.XMLLayout,6,2,0,5,24,3,0,5,6,0.8,239,1.0,0,0.61538464,0.44444445,0,0,38.166668,6,1,,0,0,,6,1.6666666,6
log4j,1.2,org.apache.log4j.lf5.viewer.LogFactor5AboutDialog$1,2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.test.PrintProperties,2,1,0,1,5,1,0,1,2,2.0,15,0.0,0,0.0,0.5,0,0,6.5,0,0,,1,0,,1,0.5,1
log4j,1.2,org.apache.log4j.lf5.viewer.LogBrokerMonitor,105,1,0,55,321,4900,40,51,22,0.95988065,2443,0.9655171999999999,5,0.0,0.07238095,0,0,21.990477,1,1,,0,0,,6,1.5238096,2
log4j,1.2,org.apache.log4j.lf5.viewer.LogFactor5Dialog,7,6,3,3,28,19,3,0,1,0.8333333,202,1.0,0,0.9921384,0.29166666,2,3,27.714284999999997,1,1,,0,0,,3,1.5714285,2
log4j,1.2,org.apache.log4j.Appender,12,1,0,32,12,66,29,4,12,2.0,12,0.0,0,0.0,0.2361111,0,0,0.0,3,1,,1,0,,1,1.0,2
log4j,1.2,org.apache.log4j.DefaultCategoryFactory,2,1,0,4,4,1,2,2,1,2.0,10,0.0,0,0.0,0.75,0,0,4.0,4,1,,1,0,,1,0.5,2
log4j,1.2,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerTree$1,2,2,0,2,4,0,1,2,1,0.0,13,1.0,1,0.8,0.6666667,0,0,5.0,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.lf5.util.LogFileParser$1,2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.75,0,0,5.0,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.config.PropertySetter,10,1,0,8,49,13,2,6,6,0.6944444000000001,395,0.5,0,0.0,0.35,0,0,38.1,8,2,,1,2,,11,2.9,2
log4j,1.2,org.apache.log4j.varia.DenyAllFilter,4,2,0,2,5,6,0,2,4,2.0,12,0.0,0,0.5714286,0.5,0,0,2.0,1,1,,0,0,,1,0.75,2
log4j,1.2,org.apache.log4j.lf5.viewer.LogBrokerMonitor$28,2,1,0,3,9,0,1,3,1,0.0,33,1.0,1,0.0,0.6666667,0,0,15.0,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.varia.HUPNode,2,1,0,4,15,0,1,3,2,0.25,77,0.0,1,0.0,0.6666667,0,0,35.5,0,0,,0,0,,2,1.0,0
log4j,1.2,org.apache.log4j.lf5.viewer.LogBrokerMonitor$18,2,1,0,1,4,0,1,1,1,0.0,13,1.0,1,0.0,0.6666667,0,0,5.0,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.chainsaw.MyTableModel,26,2,0,19,72,91,15,5,15,0.8155555999999999,640,0.8333333,4,0.4,0.22285715,1,1,22.923077,4,2,,0,0,,10,1.8461539,2
log4j,1.2,org.apache.log4j.chainsaw.LoggingReceiver$Slurper,2,1,0,6,14,0,1,6,1,0.0,67,1.0,1,0.0,0.6666667,0,0,31.5,,0,,,0,,1,0.5,0
log4j,1.2,org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode,20,2,0,15,30,142,15,0,16,0.8,191,1.0,0,0.7361111,0.3125,2,3,8.3,1,1,,0,0,,3,1.25,3
