Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
camel,1.6,org.apache.camel.CamelContextAware,1,1,0,10,1,0,9,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,0,0,,1,0,,1,1.0,1
camel,1.6,org.apache.camel.NoSuchLanguageException,2,5,0,2,6,0,1,1,2,1.0,21,1.0,0,0.9444444,0.75,0,0,8.5,0,0,,1,0,,1,0.5,0
camel,1.6,org.apache.camel.model.InterceptType,13,4,0,15,44,62,4,12,12,0.7222221999999999,264,1.0,1,0.9371728000000001,0.19230770000000003,1,2,19.076923,4,2,46,1,0,,11,1.8461539,1
camel,1.6,org.apache.camel.processor.MulticastProcessor$2,2,1,0,4,8,1,1,4,1,1.0,23,0.0,1,0.0,0.625,0,0,10.0,,0,,,0,,1,0.5,0
camel,1.6,org.apache.camel.component.xmpp.XmppComponent,6,3,0,7,22,3,1,7,5,0.2,82,1.0,1,0.8974359000000001,0.3,1,1,12.5,0,0,,1,0,,1,0.6666667,0
camel,1.6,org.apache.camel.impl.converter.DefaultTypeConverter$TypeMapping,6,1,0,2,13,0,1,1,6,0.2,81,0.0,0,0.0,0.44444445,1,1,12.166667,,0,,,0,,4,1.5,0
camel,1.6,org.apache.camel.component.restlet.DefaultRestletBinding,8,1,0,20,60,0,1,19,7,0.35714287,513,1.0,1,0.0,0.45714286,0,0,62.875,0,0,,0,0,,8,2.375,0
camel,1.6,org.apache.camel.language.constant.ConstantLanguage,4,1,0,7,7,6,2,5,4,2.0,18,0.0,0,0.0,0.5,0,0,3.5,1,1,7,0,0,,1,0.75,0
camel,1.6,org.apache.camel.component.jhc.JhcServerEngineFactory,3,1,0,3,16,1,1,2,1,0.5,60,1.0,0,0.0,0.5,0,0,18.666666,0,0,,1,0,,3,1.0,0
camel,1.6,org.apache.camel.bam.rules.ProcessRules,8,2,0,14,17,0,8,7,6,0.5714286,69,1.0,1,0.6666667,0.3,1,1,7.375,0,0,,1,0,,2,1.0,0
camel,1.6,org.apache.camel.model.loadbalancer.StickyLoadBalanceStrategy,9,3,0,3,15,6,0,3,8,0.4375,82,1.0,2,0.6666667,0.41666666,1,2,7.888889,1,1,2,1,0,,3,0.8888889000000001,1
camel,1.6,org.apache.camel.processor.BatchProcessor$BatchSender,5,2,0,3,24,0,1,3,4,0.5833333,107,0.6666667,1,0.9375,0.46666667,1,1,19.8,,0,,,0,,4,1.4,0
camel,1.6,org.apache.camel.component.jhc.JhcExchange,2,2,0,3,4,1,0,3,2,2.0,11,0.0,0,1.0,0.8333333,0,0,4.5,0,0,,1,0,,0,0.0,0
camel,1.6,org.apache.camel.processor.Throttler$TimeSlot,7,1,0,1,12,3,1,1,0,0.5,76,0.75,1,0.0,0.35714287,0,0,9.285714,,0,,,0,,2,1.0,0
