Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
ant,1.7,org.apache.tools.ant.types.resources.selectors.And,3,4,0,4,9,3,1,3,3,2.0,27,0.0,0,0.9722221999999999,0.5555555999999999,0,0,8.0,3,2,68,0,0,,3,1.0,0
ant,1.7,org.apache.tools.ant.taskdefs.Sequential,3,3,0,3,10,0,0,3,3,0.0,32,1.0,0,0.94871795,0.6666667,0,0,9.333333,6,4,92,1,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.taskdefs.Length$ConditionHandler,3,3,0,2,5,3,1,2,0,1.0,16,0.0,1,0.75,0.6666667,1,1,4.0,,0,,,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.types.resources.Resources$2,4,1,0,1,7,6,1,0,3,2.0,17,0.0,0,0.0,1.0,0,0,3.25,,0,,,0,,1,0.75,0
ant,1.7,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,6,1,1,8,22,15,3,5,3,0.8,163,0.0,0,0.0,0.30555555,0,0,25.833334,13,6,152,1,0,,4,1.3333334,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4Counter,5,4,0,6,17,0,1,6,5,0.55,134,0.0,0,0.92727274,0.53333336,1,1,24.8,6,3,82,0,0,,1,0.8,0
ant,1.7,org.apache.tools.ant.taskdefs.Definer$OnError,3,2,0,3,5,3,2,1,3,1.5,39,0.0,0,0.8888889000000001,0.6666667,1,1,9.333333,,0,,,0,,1,0.33333334,0
ant,1.7,org.apache.tools.ant.types.resources.BCFileSet,4,5,0,5,19,6,0,5,4,2.0,57,0.0,0,0.97849464,0.625,2,4,13.25,2,2,82,0,0,,2,1.0,0
ant,1.7,org.apache.tools.ant.taskdefs.PathConvert$MapEntry,4,1,0,2,16,0,1,2,4,0.5555555999999999,80,0.6666667,1,0.0,0.6666667,0,0,18.25,,0,,,0,,6,2.0,0
ant,1.7,org.apache.tools.ant.util.FileNameMapper,3,1,0,38,3,3,38,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,6,3,85,1,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.types.resources.comparators.Reverse,4,4,0,5,8,4,2,3,3,0.8333333,42,1.0,1,0.9444444,0.5833333,1,1,9.0,4,3,87,0,0,,2,1.0,0
ant,1.7,org.apache.tools.ant.dispatch.Dispatchable,1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,3,3,47,0,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.Target,28,1,0,34,63,200,29,7,24,0.8055555999999999,528,1.0,2,0.0,0.21938775,0,0,17.571428,18,5,255,1,2,,8,1.8571428,1
ant,1.7,org.apache.tools.ant.taskdefs.Replace$FileInput,5,1,0,2,17,0,1,2,0,0.75,88,0.8,1,0.0,0.46666667,0,0,15.6,,0,,,0,,1,0.8,0
ant,1.7,org.apache.tools.ant.types.CommandlineJava,39,1,0,21,94,461,11,11,33,0.7868421,559,1.0,6,0.0,0.15384616,0,0,13.076922999999999,26,6,508,1,3,,7,1.6923077000000002,0
ant,1.7,org.apache.tools.ant.types.resources.comparators.Content,4,4,0,4,7,0,0,4,3,0.0,34,1.0,0,0.9189189,0.5,1,1,7.25,4,3,88,0,0,,2,1.0,0
ant,1.7,org.apache.tools.ant.taskdefs.compilers.Javac13,2,2,0,6,13,1,1,5,2,2.0,66,1.0,0,0.9583333,1.0,0,0,31.5,6,3,88,1,0,,1,0.5,0
ant,1.7,org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm,7,1,0,3,26,0,1,2,7,0.5,218,1.0,0,0.0,0.47619048,0,0,29.571428000000004,8,5,95,1,1,,5,2.2857144,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.ssh.LogListener,1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,5,3,87,0,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.util.LeadPipeInputStream,9,3,0,3,20,34,1,2,9,0.625,177,1.0,1,0.7619048,0.33333334,1,3,18.555555,9,3,215,0,0,,4,1.1111111999999999,0
ant,1.7,org.apache.tools.ant.UnknownElement,31,3,0,29,119,277,19,15,19,0.74444443,900,1.0,0,0.5522388,0.20788531,1,5,27.838709,29,8,337,1,4,,16,2.580645,3
ant,1.7,org.apache.tools.ant.taskdefs.CVSPass,6,3,0,3,32,0,0,3,5,0.6,1254,1.0,0,0.88095236,0.5555555999999999,1,1,207.33333000000002,6,4,82,1,0,,2,1.0,0
ant,1.7,org.apache.tools.bzip2.BZip2Constants,1,1,0,2,1,0,2,0,0,2.0,2064,0.0,0,0.0,0.0,0,0,2052.0,6,3,93,1,0,,0,0.0,0
ant,1.7,org.apache.tools.ant.types.Mapper$MapperType,3,2,0,4,8,1,3,1,3,0.5,91,1.0,0,0.8,1.0,1,1,29.0,,0,,,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.EchoProperties$2,2,1,0,1,5,1,1,1,1,1.0,23,0.0,1,0.0,0.6666667,0,0,10.0,,0,,,0,,1,0.5,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler,4,1,0,2,17,6,1,1,3,2.0,127,0.0,0,0.0,0.375,0,0,30.75,8,3,89,0,0,,6,2.5,0
ant,1.7,org.apache.tools.ant.util.XmlConstants,1,1,0,0,2,0,0,0,1,2.0,15,0.0,0,0.0,1.0,0,0,3.0,6,3,77,0,0,,0,0.0,0
ant,1.7,org.apache.tools.ant.taskdefs.Chmod,18,5,0,11,60,39,0,11,16,0.60784316,305,1.0,1,0.86290324,0.2685185,4,7,15.777778,8,4,132,1,0,,4,1.2222222,1
ant,1.7,org.apache.tools.ant.taskdefs.Recorder$ActionChoices,3,2,0,2,4,1,1,1,2,0.5,21,1.0,0,0.8888889000000001,1.0,1,1,5.6666665,,0,,,0,,1,0.33333334,0
ant,1.7,org.apache.tools.ant.types.PropertySet,24,3,0,21,96,246,9,13,20,0.72282606,610,0.875,1,0.5660377,0.15416667,1,1,24.083334,24,6,540,1,2,,14,2.5416667,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.perforce.P4Submit,7,4,0,4,14,15,1,4,5,0.8333333,56,0.6666667,0,0.8947368,0.47619048,1,1,6.571428999999999,7,3,122,0,0,,1,0.85714287,0
ant,1.7,org.apache.tools.zip.ExtraFieldUtils,7,1,0,4,41,15,1,3,6,0.8333333,388,0.33333334,0,0.0,0.2,0,0,54.0,9,4,101,1,0,,3,1.2857143,2
ant,1.7,org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckout,26,4,0,7,50,271,0,7,20,0.95578945,392,0.47368422,0,0.65753424,0.38461540000000005,2,3,13.346154,6,3,229,0,0,,9,1.5,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,4,1,0,5,10,0,1,4,4,0.33333334,36,1.0,0,0.0,0.4375,0,0,7.75,7,4,115,0,0,,1,0.75,0
ant,1.7,org.apache.tools.ant.types.selectors.ExtendSelector,10,4,0,15,36,3,6,9,10,0.5833333,249,1.0,2,0.79545456,0.26666668,1,3,23.5,7,3,94,1,0,,7,2.4,0
ant,1.7,org.apache.tools.ant.util.regexp.RegexpMatcher,6,1,0,9,6,15,8,1,6,1.2,10,0.0,0,0.0,0.7222221999999999,0,0,0.0,6,3,98,1,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.util.FlatFileNameMapper,4,1,0,2,7,6,1,1,4,2.0,20,0.0,0,0.0,0.875,0,0,4.0,6,3,85,1,0,,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.JDBCTask,26,3,1,8,60,225,1,7,20,0.8727273000000001,526,1.0,2,0.60655737,0.24,0,0,18.807692000000003,11,5,124,1,1,,10,1.3076923,1
ant,1.7,org.apache.tools.ant.types.resources.Sort$SortedBag$MyIterator,5,1,0,2,15,4,1,2,3,0.625,74,0.75,1,0.0,0.53333336,0,0,13.0,,0,,,0,,3,1.4,0
ant,1.7,org.apache.tools.ant.types.PropertySet$PropertyRef,11,1,0,3,18,31,1,2,6,0.76,122,1.0,0,0.0,0.36363637,0,0,9.636364,,0,,,0,,4,1.1818181,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc$Classname,7,1,0,2,17,5,2,0,7,0.6666667,83,1.0,0,0.0,0.42857143,0,0,10.428572,,0,,,0,,1,0.85714287,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror$SummaryJUnitResultFormatterMirror,1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,,0,,,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.types.ResourceLocation,7,1,1,6,8,3,6,0,7,0.6666667,43,1.0,0,0.0,0.47619048,0,0,4.714286,7,4,90,1,0,,1,0.85714287,0
ant,1.7,org.apache.tools.zip.ZipFile,17,1,0,13,73,82,8,6,10,0.8203125,598,1.0,0,0.0,0.18382353,0,0,33.705883,15,7,357,1,2,,3,0.9411765,7
ant,1.7,org.apache.tools.ant.taskdefs.Copy$1,2,1,0,4,4,0,1,4,1,0.5,20,0.5,1,0.0,0.625,0,0,8.0,,0,,,0,,1,0.5,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.ANTLR,25,3,0,18,91,218,0,18,18,0.88988096,671,1.0,2,0.6166666999999999,0.325,1,1,25.28,13,6,152,0,0,,10,1.56,0
ant,1.7,org.apache.tools.ant.types.Reference,9,1,1,63,15,14,61,2,9,0.4375,103,1.0,1,0.0,0.5555555999999999,0,0,10.222222,10,4,191,1,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.taskdefs.Execute$WinNTCommandLauncher,2,3,0,4,7,1,1,3,1,2.0,66,0.0,0,0.75,0.6,1,1,32.0,,0,,,0,,1,0.5,0
ant,1.7,org.apache.tools.ant.types.selectors.SelectorUtils,18,1,0,10,47,145,8,2,15,0.7941176,1004,1.0,2,0.0,0.18487395,0,0,54.66666800000001,10,5,156,1,0,,47,6.777777700000001,1
ant,1.7,org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm,6,1,0,3,25,0,1,2,6,0.3,135,1.0,0,0.0,0.44444445,0,0,21.166666,4,2,163,0,0,,4,2.0,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.depend.constantpool.StringCPInfo,4,3,0,4,16,0,1,4,4,0.33333334,46,1.0,0,0.72727275,0.5,2,3,10.25,5,3,79,0,0,,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.dotnet.CSharp,23,6,0,4,42,185,0,4,15,0.8116883,249,0.85714287,0,0.872093,0.21118012,1,7,9.521739,14,5,151,0,0,,3,1.3913043999999999,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.splash.SplashTask,11,3,0,6,53,23,0,6,9,0.8333333,380,0.8888889000000001,1,0.8043478000000001,0.36,1,1,32.727272,10,4,152,0,0,,1,0.8181818000000001,1
ant,1.7,org.apache.tools.ant.util.UUEncoder,6,1,0,1,16,11,1,0,2,0.85,202,1.0,0,0.0,0.36111109999999996,0,0,32.0,5,1,155,0,0,,1,0.8333333,0
ant,1.7,org.apache.tools.ant.util.LineTokenizer,4,2,0,8,10,0,6,2,4,0.33333334,125,1.0,0,0.75,0.5,0,0,29.5,5,3,79,1,0,,2,1.0,0
ant,1.7,org.apache.tools.zip.ZipFile$OffsetEntry,6,1,0,1,7,3,1,0,0,0.4,34,1.0,0,0.0,0.5,0,0,4.3333335,,0,,,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.types.FilterSetCollection,5,1,0,9,13,0,8,1,5,0.0,69,1.0,0,0.0,0.53333336,0,0,12.6,6,3,93,1,0,,3,1.2,0
ant,1.7,org.apache.tools.ant.taskdefs.MacroDef$TemplateElement,11,1,0,3,22,9,2,2,11,0.7,133,1.0,0,0.0,0.36363637,1,1,10.727273,,0,,,0,,9,1.9090909,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,12,3,0,11,28,36,5,6,10,0.72727275,214,1.0,2,0.73170733,0.5555555999999999,1,1,16.25,8,4,86,0,0,,1,0.9166667,0
ant,1.7,org.apache.tools.ant.taskdefs.Copyfile,6,3,0,4,24,1,0,4,6,0.7,135,1.0,0,0.88095236,0.41666666,3,3,20.833334,6,3,105,1,0,,1,0.8333333,0
ant,1.7,org.apache.tools.ant.taskdefs.MakeUrl,14,3,0,7,46,27,0,7,8,0.83760685,372,0.6666667,0,0.74,0.21428572,1,1,24.928572,4,3,345,0,0,,5,1.8571428,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,20,1,0,7,79,136,5,5,10,0.89750695,835,1.0,1,0.0,0.19375,0,0,39.8,7,3,132,0,0,,10,1.95,0
ant,1.7,org.apache.tools.ant.TypeAdapter,5,1,0,7,5,10,6,1,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,5,3,80,1,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.input.PropertyFileInputHandler,3,1,0,4,19,0,1,3,2,0.75,101,0.5,0,0.0,0.6666667,0,0,32.0,7,4,83,1,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.util.Tokenizer,2,1,0,6,2,1,6,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,6,4,82,1,0,,1,1.0,0
ant,1.7,org.apache.tools.mail.SmtpResponseReader,5,1,0,1,19,0,1,0,3,0.5,108,1.0,0,0.0,0.53333336,0,0,20.2,7,3,89,1,0,,3,1.4,0
ant,1.7,org.apache.tools.ant.Project,120,1,0,365,288,6692,352,30,103,0.97547126,2384,0.5945946,5,0.0,0.09008403,0,0,18.558332,63,9,1486,1,5,,6,1.4166666,10
ant,1.7,org.apache.tools.mail.MailMessage,31,1,0,5,70,407,2,3,13,0.9047619,615,0.9047619,2,0.0,0.31612903,0,0,18.161291000000002,7,3,83,1,0,,11,1.4516129999999998,0
ant,1.7,org.apache.tools.ant.types.XMLCatalog,28,3,0,17,105,344,7,12,13,0.86419755,874,0.5555555999999999,4,0.53571427,0.24338624,1,1,29.892857,14,6,150,1,0,,9,2.0714285,0
ant,1.7,org.apache.tools.ant.util.CollectionUtils$EmptyEnumeration,3,1,0,3,5,3,3,0,3,2.0,12,0.0,0,0.0,1.0,0,0,3.0,,0,,,0,,1,0.6666667,0
ant,1.7,org.apache.tools.ant.taskdefs.LoadProperties,12,3,0,14,58,0,0,14,11,0.6060606,303,1.0,1,0.7708333,0.22619048,2,3,24.0,15,7,360,1,0,,3,1.25,1
ant,1.7,org.apache.tools.ant.taskdefs.condition.AntVersion,8,1,0,4,22,0,0,4,6,0.42857143,169,1.0,0,0.0,0.625,0,0,19.875,11,4,302,0,0,,7,1.625,0
ant,1.7,org.apache.tools.ant.taskdefs.ProcessDestroyer$ProcessDestroyerImpl,3,2,0,1,5,0,1,1,3,0.25,26,0.5,1,0.9591837,0.5555555999999999,0,0,7.0,,0,,,0,,2,1.0,0
ant,1.7,org.apache.tools.ant.types.resources.FileResource,24,4,0,45,68,244,41,6,22,0.8043478000000001,397,1.0,1,0.7361111,0.21118012,2,14,15.375,10,5,386,0,0,,6,1.9583334,2
ant,1.7,org.apache.tools.ant.taskdefs.Definer,25,5,1,14,91,196,3,13,16,0.8782051,800,1.0,1,0.7012986999999999,0.21875,0,0,30.48,18,4,361,1,1,,6,1.68,1
ant,1.7,org.apache.tools.ant.taskdefs.GenerateKey,14,3,0,6,34,65,0,6,14,0.9102564000000001,378,1.0,1,0.74,0.5952381,1,1,25.142857,10,4,142,1,0,,2,1.0,0
ant,1.7,org.apache.tools.ant.taskdefs.condition.Contains,5,1,0,3,9,0,1,2,5,0.6666667,64,1.0,0,0.0,0.53333336,0,0,11.2,7,4,84,1,0,,1,0.8,0
ant,1.7,org.apache.tools.ant.ProjectComponent,10,1,28,67,14,35,66,2,10,0.7407406999999999,75,1.0,2,0.0,0.32,0,0,6.2,15,4,183,1,1,,3,1.1,0
ant,1.7,org.apache.tools.ant.filters.FixCrLfFilter$NormalizeEolFilter,2,3,0,2,7,0,1,1,2,0.25,148,1.0,0,0.96153843,0.625,1,2,71.0,,0,,,0,,1,0.5,0
ant,1.7,org.apache.tools.ant.taskdefs.rmic.RmicAdapter,4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,8,4,92,1,0,,1,1.0,0
ant,1.7,org.apache.tools.ant.types.optional.depend.ClassfileSet,7,5,0,6,31,0,0,6,6,0.25,163,1.0,0,0.9479167,0.2857143,3,10,22.0,6,4,129,0,0,,5,1.4285715,0
ant,1.7,org.apache.tools.ant.helper.ProjectHelper2$TargetHandler,4,2,0,7,45,6,1,7,4,2.0,261,0.0,0,0.6666667,0.75,1,1,64.25,,0,,,0,,1,0.75,0
ant,1.7,org.apache.tools.ant.types.resources.BZip2Resource,6,5,0,4,13,9,0,4,2,0.6,70,1.0,0,0.96153843,0.4,1,2,10.5,5,3,99,0,0,,1,0.5,0
ant,1.7,org.apache.tools.ant.types.selectors.NotSelector,4,6,0,8,13,6,6,2,4,2.0,44,0.0,0,0.9696969999999999,0.625,2,3,10.0,6,3,91,1,0,,2,1.0,0
ant,1.7,org.apache.tools.ant.types.selectors.TypeSelector$FileType,2,2,0,2,3,1,1,1,2,2.0,18,0.0,0,0.8888889000000001,1.0,1,1,7.0,,0,,,0,,1,0.5,0
