Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
log4j,1.0,org.apache.log4j.xml.XMLLayout,6,2,0,5,24,9,0,5,6,0.92,241,0.8,0,0.61538464,0.44444445,1,1,38.333332,,,,,,,5,1.8333334,1
log4j,1.0,org.apache.log4j.Dispatcher,2,2,0,4,11,0,1,3,1,0.0,67,0.0,2,0.9838709999999999,0.6666667,0,0,31.5,,,,,,,5,2.5,0
log4j,1.0,org.apache.log4j.spi.LoggingEvent,9,1,0,53,27,20,50,4,6,0.8942308000000001,151,0.07692308,2,0.0,0.23214285,0,0,14.333332999999998,,,,,,,3,1.3333334,2
log4j,1.0,org.apache.log4j.varia.StringMatchFilter,4,2,0,3,8,0,0,3,4,0.9166667,76,0.0,0,0.5714286,0.5,0,0,17.0,,,,,,,6,2.5,0
log4j,1.0,org.apache.log4j.helpers.PatternParser$BasicPatternConverter,2,2,0,5,8,0,1,4,1,0.0,34,0.0,0,0.75,0.625,1,1,15.5,,,,,,,2,1.0,0
log4j,1.0,org.apache.log4j.net.test.Loop,4,1,0,7,27,4,0,7,2,0.6666667,134,0.0,0,0.0,0.33333334,0,0,32.25,,,,,,,3,1.5,0
log4j,1.0,org.apache.log4j.spi.ErrorHandler,2,1,0,15,2,1,14,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,,,,,,,1,1.0,0
log4j,1.0,org.apache.log4j.test.Hello,4,1,0,2,12,4,0,2,2,0.8333333,38,0.0,1,0.0,0.33333334,0,0,8.0,,,,,,,1,0.5,0
log4j,1.0,org.apache.log4j.net.SyslogAppender,12,2,0,10,35,24,0,10,11,0.9941349,531,0.06451613,2,0.6666667,0.36666667,2,4,40.666668,,,,,,,23,5.0833335,2
log4j,1.0,org.apache.log4j.or.ObjectRenderer,1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,,,,,,,1,1.0,0
log4j,1.0,org.apache.log4j.spi.RootCategory,3,2,0,4,6,3,2,3,3,2.0,25,0.0,0,0.9591837,0.8333333,1,6,7.333333500000001,,,,,,,2,1.0,0
log4j,1.0,org.apache.log4j.xml.XMLWatchdog,2,3,0,4,6,1,1,4,1,2.0,14,0.0,0,0.9848485,0.75,1,1,6.0,,,,,,,1,0.5,0
log4j,1.0,org.apache.log4j.helpers.DateTimeDateFormat,4,4,0,3,15,4,2,1,4,0.33333334,80,0.0,0,0.95348835,0.35714287,1,3,18.75,,,,,,,2,0.75,0
log4j,1.0,org.apache.log4j.NDC$DiagnosticContext,1,1,0,1,6,0,1,0,0,2.0,28,0.0,0,0.0,1.0,0,0,25.0,,,,,,,0,0.0,0
log4j,1.0,org.apache.log4j.helpers.OnlyOnceErrorHandler,6,1,0,3,9,9,1,2,6,0.8666666999999999,44,0.0,0,0.0,0.45833334,0,0,5.8333335,,,,,,,2,1.1666666,1
log4j,1.0,org.apache.log4j.net.test.SocketMin,8,1,0,7,42,14,0,7,2,0.75,308,0.0,2,0.0,0.23809524,0,0,37.0,,,,,,,4,1.5,0
log4j,1.0,org.apache.log4j.spi.LocationInfo,6,1,0,7,21,0,5,2,5,0.9,274,0.2,0,0.0,0.46666667,0,0,43.0,,,,,,,5,2.8333333,1
log4j,1.0,org.apache.log4j.test.Min,5,1,0,8,26,10,0,8,2,2.0,508,0.0,0,0.0,0.26666668,0,0,100.6,,,,,,,3,1.4,0
log4j,1.0,org.apache.log4j.spi.Filter,5,1,3,8,6,10,6,2,5,1.25,13,0.0,1,0.0,0.46666667,0,0,0.8,,,,,,,1,0.8,1
log4j,1.0,org.apache.log4j.test.TP,4,1,0,5,24,4,0,5,2,0.8333333,83,0.0,1,0.0,0.33333334,0,0,19.25,,,,,,,1,0.5,0
