Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
prop-1,ver-164,class-75944,6,6,0,24,32,3,0,24,1,0.93333334,123,0.0,0,0.84,0.73333335,2,3,19.0,3,2,52,1,0,0,1,0.6666667,0
prop-1,ver-164,class-67840,1,1,0,0,2,0,0,0,0,2.0,10,0.0,0,0.0,0.0,0,0,4.0,2,2,13,1,0,0,0,0.0,0
prop-1,ver-164,class-75943,4,5,0,15,26,4,2,13,3,1.0,94,0.0,0,0.96428573,0.5555555999999999,4,9,22.0,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-76519,5,7,0,22,21,4,0,22,1,0.875,90,0.0,0,0.88461536,0.6666667,2,3,16.6,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-75636,3,3,0,22,35,3,0,22,3,1.5,198,1.0,0,0.7777778000000001,0.42857143,1,1,64.333336,3,2,15,1,0,2,4,2.6666667,1
prop-1,ver-164,class-75138,2,1,0,24,29,1,1,23,1,2.0,166,0.0,0,0.0,0.5,0,0,82.0,0,0,0,1,0,,22,11.0,0
prop-1,ver-164,class-74369,5,5,0,13,14,4,0,13,1,0.875,43,0.0,0,0.875,0.6666667,2,3,7.2,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-76142,5,7,0,22,23,4,0,22,1,0.875,100,0.0,0,0.88461536,0.6666667,2,3,18.6,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-67842,1,1,0,1,2,0,0,1,0,2.0,13,0.0,0,0.0,0.0,0,0,4.0,2,2,19,1,0,0,0,0.0,0
prop-1,ver-164,class-74903,4,4,0,22,29,4,1,21,3,1.0,130,0.0,0,0.9591837,0.5555555999999999,2,4,31.0,2,1,18,1,0,2,1,0.5,0
prop-1,ver-164,class-74475,2,3,0,2,3,1,0,2,0,1.0,11,0.0,0,0.9629629999999999,0.6666667,2,2,4.0,,0,0,,0,,1,0.5,0
prop-1,ver-164,class-74682,2,3,0,6,10,1,0,6,2,2.0,38,0.0,0,0.875,0.625,1,1,18.0,0,0,0,1,0,,3,1.5,0
prop-1,ver-164,class-75010,4,2,7,15,12,6,7,8,3,2.0,31,0.0,0,0.5714286,0.35714287,1,1,6.75,0,0,0,1,0,,1,0.75,0
prop-1,ver-164,class-74511,4,4,0,10,12,4,1,9,3,1.0,49,0.0,0,0.9629629999999999,0.5555555999999999,3,6,10.75,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-76614,2,3,0,6,10,1,0,6,2,2.0,38,0.0,0,0.875,0.625,1,1,18.0,0,0,0,1,0,,3,1.5,0
prop-1,ver-164,class-74622,8,4,0,15,23,16,0,15,1,0.85714287,84,0.0,0,0.7692308000000001,0.6666667,2,5,9.25,0,0,0,1,0,,1,0.75,0
prop-1,ver-164,class-74794,2,4,0,15,16,1,0,15,2,2.0,63,0.0,0,0.9375,0.625,1,1,30.5,2,1,10,1,0,2,1,0.5,0
prop-1,ver-164,class-76383,6,5,0,21,29,3,0,21,1,0.8,136,0.0,0,0.84,0.73333335,2,3,21.333334,0,0,0,1,0,0,1,0.6666667,1
prop-1,ver-164,class-76578,0,1,0,2,0,0,2,0,0,2.0,10,0.0,0,0.0,0.0,0,0,0.0,2,2,11,1,1,2,0,0.0,2
prop-1,ver-164,class-77245,5,4,125,130,9,10,125,5,2,1.0,31,0.0,0,0.85714287,0.6666667,2,5,5.0,2,1,10,1,0,2,2,0.8,0
prop-1,ver-164,class-76659,5,7,0,16,22,4,0,16,1,0.875,88,0.0,0,0.88,0.6666667,3,4,16.2,0,0,0,1,0,0,1,0.6,1
prop-1,ver-164,class-74722,2,3,0,15,14,1,0,15,2,2.0,58,0.0,0,0.85714287,0.625,1,1,28.0,0,0,0,1,0,,3,1.5,0
prop-1,ver-164,class-76803,6,4,0,25,69,13,0,25,2,1.2,480,0.0,0,0.8611110999999999,0.44444445,1,2,78.5,4,2,331,0,0,1,13,3.6666667,0
prop-1,ver-164,class-75279,4,4,0,4,10,6,0,4,4,2.0,27,0.0,0,0.78571427,0.75,1,1,5.75,3,2,18,1,0,2,1,0.75,0
prop-1,ver-164,class-76649,2,3,0,15,18,1,0,15,2,2.0,73,0.0,0,0.875,0.6,1,1,35.5,0,0,0,1,0,,6,3.0,0
prop-1,ver-164,class-77308,4,6,0,9,10,4,0,9,1,1.0,28,0.0,0,0.9130434999999999,0.5555555999999999,2,2,5.5,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-75059,2,3,0,14,17,1,0,14,2,2.0,66,0.0,0,0.875,0.625,1,1,32.0,0,0,0,1,0,,5,2.5,0
prop-1,ver-164,class-74873,2,3,0,13,15,1,0,13,2,2.0,108,0.0,0,0.85714287,0.5833333,1,1,53.0,2,1,40,1,0,0,11,5.5,0
prop-1,ver-164,class-76444,4,4,0,10,12,4,1,9,3,1.0,49,0.0,0,0.9629629999999999,0.5555555999999999,3,6,10.75,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-75489,2,3,0,9,16,1,0,9,2,2.0,58,0.0,0,0.875,0.6,1,1,28.0,0,0,0,1,0,,4,2.0,0
prop-1,ver-164,class-76815,7,4,0,15,44,15,2,13,4,0.9166667,365,0.0,0,0.94505495,0.5,2,8,50.857143,0,0,0,1,0,,1,0.71428573,0
prop-1,ver-164,class-75619,11,1,0,54,67,53,14,40,0,1.0333333,775,0.33333334,0,0.0,0.26666668,0,0,69.181816,10,5,372,1,0,5,17,5.0,0
prop-1,ver-164,class-76330,2,2,0,13,17,1,0,13,2,2.0,68,0.0,0,0.8,0.6666667,1,1,33.0,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-76235,16,4,0,10,27,120,0,10,12,2.0,120,0.0,0,0.73214287,0.4107143,2,7,6.5,0,0,0,1,0,,1,0.9375,0
prop-1,ver-164,class-76426,6,6,0,22,32,3,0,22,1,0.8,211,0.0,0,0.84,0.73333335,2,3,33.833332,1,1,10,1,0,0,1,0.6666667,2
prop-1,ver-164,class-75757,2,3,0,13,14,1,0,13,2,2.0,65,0.0,0,0.875,0.6,1,1,31.5,0,0,0,1,0,,6,3.0,0
prop-1,ver-164,class-75015,2,3,0,8,7,1,0,8,2,2.0,29,0.0,0,0.875,0.625,1,1,13.5,3,2,28,1,0,2,2,1.0,0
prop-1,ver-164,class-77056,2,2,0,8,13,1,0,8,2,2.0,48,0.0,0,0.8,0.6666667,1,1,23.0,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-76921,32,1,6,67,144,402,7,60,3,0.90645164,810,1.0,1,0.0,0.122887865,0,0,24.0,4,3,156,1,0,2,5,1.75,1
prop-1,ver-164,class-75456,4,4,0,10,15,4,1,9,3,1.0,70,0.0,0,0.97727275,0.5555555999999999,2,8,16.0,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-76941,2,3,0,7,8,1,0,7,2,2.0,25,0.0,0,0.85714287,0.6666667,1,1,11.5,0,0,0,1,0,,2,1.0,0
prop-1,ver-164,class-75470,2,3,0,11,13,1,0,11,2,2.0,50,0.0,0,0.875,0.6,1,1,24.0,0,0,0,1,0,,4,2.0,0
prop-1,ver-164,class-74285,4,4,0,22,26,4,3,19,3,1.0,164,0.0,0,0.97727275,0.5555555999999999,2,8,39.5,0,0,0,1,0,,1,0.5,0
prop-1,ver-164,class-74797,5,7,0,24,25,4,0,24,1,0.875,98,0.0,0,0.88461536,0.6666667,2,3,18.2,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-75303,46,1,0,9,50,1029,0,9,46,0.95555556,142,1.0,0,0.0,0.125,0,0,2.0652174999999997,0,0,0,1,0,,1,0.9782609,0
prop-1,ver-164,class-75984,2,3,0,25,27,1,0,25,2,2.0,125,0.0,0,0.875,0.625,1,1,61.5,4,3,80,1,0,2,5,2.5,0
prop-1,ver-164,class-74733,5,6,0,21,27,4,0,21,1,0.875,122,0.0,0,0.875,0.6666667,2,3,23.0,1,1,5,1,0,0,1,0.6,1
prop-1,ver-164,class-76264,5,4,0,7,12,10,0,7,1,2.0,28,0.0,0,0.875,0.55,2,3,4.6,0,0,0,1,0,,1,0.8,0
prop-1,ver-164,class-75333,7,2,0,36,73,7,0,36,3,0.7222221999999999,513,1.0,1,0.7368420999999999,0.5,1,2,71.85714,1,1,15,1,0,1,9,1.8571428,0
prop-1,ver-164,class-76270,3,4,0,2,5,3,0,2,2,1.25,14,0.0,0,0.9787234,1.0,3,3,3.0,0,0,0,1,0,,1,0.33333334,0
prop-1,ver-164,class-77035,5,4,0,46,73,10,0,46,2,2.0,832,0.0,0,0.7894737,0.44444445,1,1,165.4,2,1,40,1,0,2,19,4.8,0
prop-1,ver-164,class-76513,6,4,0,19,27,9,0,19,1,0.9,137,0.0,0,0.8333333,0.6,2,5,21.5,2,1,18,1,0,2,1,0.6666667,0
prop-1,ver-164,class-75411,6,6,0,21,24,3,0,21,1,0.8,106,0.0,0,0.84,0.73333335,2,3,16.333334,0,0,0,1,0,,1,0.6666667,0
prop-1,ver-164,class-74675,2,3,0,15,18,1,0,15,2,2.0,69,0.0,0,0.875,0.6,1,1,33.5,0,0,0,1,0,,7,3.5,0
prop-1,ver-164,class-76385,2,3,0,11,16,1,0,11,2,2.0,72,0.0,0,0.875,0.625,1,1,35.0,0,0,0,1,0,0,2,1.0,2
prop-1,ver-164,class-75790,2,3,0,12,9,1,0,12,2,2.0,33,0.0,0,0.85714287,0.625,1,1,15.5,0,0,0,1,0,,2,1.0,0
prop-1,ver-164,class-76245,5,4,6,11,9,10,6,5,2,1.0,31,0.0,0,0.85714287,0.6666667,2,5,5.0,2,1,12,1,0,2,2,0.8,0
prop-1,ver-164,class-67059,5,1,2,20,28,10,2,18,3,2.0,111,0.0,0,0.0,0.56,0,0,21.2,0,0,0,1,0,,1,0.8,0
prop-1,ver-164,class-67066,2,1,0,1,4,0,1,1,1,0.0,13,0.0,1,0.0,0.75,0,0,5.0,,0,0,,0,,1,0.5,0
prop-1,ver-164,class-75959,23,1,0,150,71,251,118,32,20,1.0,449,1.0,0,0.0,0.12727273,0,0,18.434782000000002,2,1,18,1,0,2,5,2.3043478,0
prop-1,ver-164,class-77124,2,3,0,10,11,1,0,10,2,2.0,57,0.0,0,0.85714287,0.6666667,0,0,27.5,2,2,33,0,0,0,6,3.0,0
prop-1,ver-164,class-75516,39,1,0,64,173,719,0,64,31,0.9385965000000001,1301,1.0,0,0.0,0.13289474,0,0,32.28205,14,6,667,1,3,6,13,2.4871795,1
prop-1,ver-164,class-76024,5,5,0,17,17,4,0,17,1,0.875,59,0.0,0,0.875,0.6666667,2,3,10.4,0,0,0,1,0,0,1,0.6,1
prop-1,ver-164,class-67091,4,6,1,7,8,4,1,6,1,0.0,30,0.0,0,0.99115044,0.75,3,11,6.25,,0,0,,0,,1,0.25,0
prop-1,ver-164,class-75238,9,3,2,15,163,6,3,12,7,0.9479167,1416,0.083333336,0,0.85106385,0.35416666,2,4,155.0,3,1,162,0,0,0,41,5.4444447,0
prop-1,ver-164,class-77285,2,3,0,18,17,1,0,18,2,2.0,68,0.0,0,0.875,0.625,1,1,33.0,0,0,0,1,0,,5,2.5,0
prop-1,ver-164,class-77175,5,5,0,2,7,10,0,2,2,1.125,20,0.0,0,0.9516129000000001,1.0,4,6,2.6,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-75753,2,4,0,25,17,1,0,25,2,2.0,186,0.0,0,0.9375,0.625,1,1,92.0,2,1,56,1,0,2,1,0.5,0
prop-1,ver-164,class-74736,5,4,0,15,15,8,3,12,4,1.0,55,0.0,0,0.9347825999999999,0.5,3,5,9.6,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-74256,2,3,0,4,4,1,0,4,2,2.0,12,0.0,0,0.85714287,0.6666667,1,1,5.0,2,2,10,1,0,0,1,0.5,0
prop-1,ver-164,class-74297,5,5,0,13,14,4,0,13,1,0.875,43,0.0,0,0.875,0.6666667,2,3,7.2,0,0,0,1,0,,1,0.6,0
prop-1,ver-164,class-76611,2,3,0,22,20,1,0,22,2,2.0,76,0.0,0,0.875,0.6,1,1,37.0,0,0,0,1,0,,5,2.5,0
prop-1,ver-164,class-75088,4,4,0,16,21,6,2,15,3,1.1666666,90,0.0,0,0.96428573,0.46666667,2,4,21.0,1,1,4,1,0,0,3,1.0,1
