Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
ant,1.3,org.apache.tools.ant.taskdefs.SendEmail,8,3,0,4,41,10,0,4,8,0.8095238,236,1.0,0,0.84090906,0.875,1,1,27.75,,,,,,,14,2.625,0
ant,1.3,org.apache.tools.ant.types.ZipFileSet,9,5,0,10,20,4,3,7,9,0.6875,110,1.0,0,0.9191919,0.38888890000000004,2,7,10.777778,,,,,,,3,1.2222222,0
ant,1.3,org.apache.tools.ant.taskdefs.Replace,19,4,0,8,69,91,2,8,13,0.7777778000000001,632,1.0,2,0.8125,0.36842105,1,1,31.894737,,,,,,,5,1.2631578,1
ant,1.3,org.apache.tools.ant.taskdefs.XSLTLiaison,3,1,0,1,3,3,1,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,,,,,,,1,1.0,0
ant,1.3,org.apache.tools.ant.types.Path$PathElement,4,1,0,2,12,0,1,2,4,0.33333334,57,1.0,1,0.0,0.4375,0,0,12.75,,,,,,,2,1.0,0
ant,1.3,org.apache.tools.ant.ProjectHelper$ProjectHandler,7,3,0,8,36,0,1,7,3,0.0,278,1.0,1,0.75,0.6,1,1,38.57143,,,,,,,1,0.85714287,0
ant,1.3,org.apache.tools.ant.taskdefs.MatchingTask,12,3,11,18,37,0,12,6,11,0.45454547,164,1.0,1,0.7708333,0.41666666,0,0,12.5,,,,,,,6,1.5833334,0
ant,1.3,org.apache.tools.ant.types.ZipScanner,6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.92424244,0.44444445,1,5,10.166667,,,,,,,3,1.5,0
ant,1.3,org.apache.tools.ant.taskdefs.Mkdir,3,3,0,3,14,1,0,3,3,0.5,84,1.0,0,0.94871795,0.6666667,1,1,26.666665999999996,,,,,,,1,0.6666667,1
ant,1.3,org.apache.tools.ant.taskdefs.FixCRLF,8,4,0,7,34,6,0,7,8,0.7619048,626,1.0,0,0.91764706,0.4375,2,2,76.5,,,,,,,3,1.625,3
ant,1.3,org.apache.tools.ant.taskdefs.ExecuteJava,6,1,0,7,26,0,1,6,6,0.65,185,1.0,3,0.0,0.30555555,0,0,29.166665999999996,,,,,,,1,0.8333333,0
ant,1.3,org.apache.tools.ant.util.GlobPatternMapper,5,1,0,3,15,0,2,1,4,0.5,137,1.0,0,0.0,0.9,0,0,25.2,,,,,,,4,1.8,0
