Project,Version,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,nr,ndc,nml,isOld,ndpv,ner,max(cc),avg(cc),bugs
ant,1.6,org.apache.tools.ant.XmlLogger$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,,0,,,0,,0,0.0,0
ant,1.6,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,5,1,0,13,28,10,1,12,1,1.0,225,0.5,0,0.0,0.33333334,0,0,43.6,6,5,62,1,0,,2,1.0,1
ant,1.6,org.apache.tools.ant.taskdefs.Zip$WhenEmpty,2,2,0,3,3,1,2,1,2,2.0,20,0.0,0,0.8888889000000001,1.0,1,1,9.0,,0,,,0,,1,0.5,0
ant,1.6,org.apache.tools.ant.taskdefs.condition.IsFalse,3,2,0,4,6,0,1,3,3,0.0,34,1.0,0,0.8181818000000001,0.6666667,0,0,10.0,3,3,19,1,0,,2,1.0,0
ant,1.6,org.apache.tools.zip.ZipFile$BoundedInputStream,4,2,0,1,9,0,1,1,2,0.25,157,1.0,1,0.75,0.4,1,2,37.25,,0,,,0,,1,0.75,0
ant,1.6,org.apache.tools.ant.types.FileSet,3,4,3,32,9,3,28,4,2,2.0,23,0.0,0,0.9886364,0.6666667,3,4,6.666666499999999,5,3,16,1,0,,2,0.6666667,0
ant,1.6,org.apache.tools.ant.types.resolver.ApacheCatalogResolver,7,2,0,7,32,9,1,7,5,0.75,128,0.5,1,0.54545456,0.5,0,0,17.0,13,3,279,0,0,,2,0.85714287,0
ant,1.6,org.apache.tools.ant.taskdefs.StreamPumper,5,1,0,1,11,6,1,0,5,0.65,153,1.0,0,0.0,0.5,0,0,28.6,9,3,55,1,0,,5,1.4,1
ant,1.6,org.apache.tools.ant.util.KeepAliveOutputStream,2,3,0,0,3,1,0,0,2,2.0,7,0.0,0,0.90909094,0.75,1,1,2.5,2,2,4,1,0,,1,0.5,0
ant,1.6,org.apache.tools.ant.util.LineTokenizer,4,2,0,6,10,0,4,2,4,0.33333334,125,1.0,0,0.75,0.5,0,0,29.5,1,1,150,0,0,,2,1.0,0
