@relation camel-1.6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Defective {N,Y}

@data
5,3,0,7,10,0,1,7,4,0.25,43,1,1,0.921053,0.36,1,2,7.4,1,0.6,N
4,1,0,3,5,4,1,2,3,0.666667,17,1,1,0,0.5,0,0,3,1,0.5,N
20,4,0,26,95,144,2,26,13,0.842105,433,1,0,0.727273,0.197368,4,5,20.3,3,1,N
3,2,0,8,22,3,2,6,2,2,165,0,0,0.75,0.666667,1,3,54,15,5.3333,Y
8,1,0,25,20,22,22,3,6,0.571429,176,1,0,0,0.25,0,0,20.875,1,0.75,Y
3,1,0,6,3,3,5,2,3,2,3,0,0,0,1,0,0,0,1,1,N
1,1,0,0,2,0,0,0,0,2,9,0,0,0,1,0,0,3,0,0,N
6,1,0,9,17,15,2,7,6,2,46,0,0,0,0.333333,0,0,6.666667,4,1.3333,Y
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N
4,1,0,7,8,6,0,7,3,2,22,0,0,0,0.375,0,0,4.5,1,0.75,N
10,1,0,11,20,45,1,10,9,2,52,0,0,0,0.15,0,0,4.2,1,0.9,Y
10,3,0,10,33,25,3,10,7,0.222222,165,1,1,0.833333,0.3,2,3,15.4,3,0.9,N
23,2,0,13,49,201,2,13,21,0.918182,266,1,0,0.545455,0.176768,1,1,10.130435,1,0.8696,N
8,4,0,18,33,22,4,18,7,0.142857,141,1,0,0.87234,0.3125,0,0,16.5,1,0.75,N
9,3,0,3,15,6,0,3,8,0.4375,82,1,2,0.666667,0.416667,1,2,7.888889,3,0.8889,Y
3,1,2,8,16,3,2,6,2,2,96,0,0,0,0.533333,0,0,31,3,1.6667,N
