@relation xalan-2.7-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Defective {N,Y}

@data
13,1,0,4,49,64,2,2,0,0.916667,699,0.833333,0,0,0.3125,0,0,52.307692,16,2.4615,Y
1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,Y
9,1,0,8,12,0,8,0,7,0.40625,117,1,0,0,0.5,1,2,11.555556,4,1.1111,Y
4,3,18,20,16,6,19,1,3,1.333333,425,0,0,0.926829,0.416667,0,0,100.75,3,1.25,Y
4,4,0,6,6,2,2,4,3,0.666667,29,1,0,0.975904,0.466667,0,0,5.75,1,0.5,Y
3,1,0,10,46,3,0,10,3,2,267,0,0,0,0.466667,0,0,88,1,0.6667,Y
6,4,0,35,46,3,11,28,5,2,274,0,0,0.938272,0.4,2,13,44.666667,8,3.6667,Y
33,4,3,46,76,472,27,20,31,0.977679,611,0,6,0.801471,0.173611,3,30,17.30303,2,1.1515,Y
57,1,5,100,125,1198,74,46,10,0.910714,1198,0.916667,7,0,0.150298,0,0,19.807018,18,2.1579,Y
28,3,0,42,61,370,13,34,26,1,533,0,0,0.564516,0.181548,1,3,18,10,1.8214,Y
3,3,0,6,7,1,1,5,3,1.5,43,0,0,0.953488,0.833333,1,6,13,1,0.6667,Y
3,4,0,13,5,3,13,0,3,1.5,17,0,0,1,0.555556,0,0,4.333333,0,0,Y
6,3,0,28,60,0,3,27,5,0.65,375,1,3,0.918033,0.305556,1,5,60.833333,13,3.5,Y
15,1,0,14,26,1,13,2,14,0.553571,477,1,1,0,0.383333,0,0,30.533333,6,2.4667,Y
11,2,0,7,29,53,4,3,11,0.8,125,1,0,0.714286,0.327273,1,5,10.272727,4,1.4545,Y
8,3,0,13,28,0,0,13,7,0.714286,122,0.5,1,0.965517,0.270833,2,5,14,2,1,Y
1,1,0,1,2,0,1,0,1,2,17,0,1,0,1,0,0,12,0,0,Y
3,3,0,6,7,3,1,5,3,1.5,25,0,0,0.952381,0.555556,1,1,7,1,0.6667,Y
3,4,0,19,22,3,0,19,3,2,131,0,0,0.979592,0.444444,3,14,42.666667,5,2,Y
10,1,0,12,48,25,0,12,7,0.833333,520,0.5,0,0,0.3,0,0,50.6,7,1.5,Y
4,3,0,1,15,6,0,1,3,1.333333,4270,0,0,0.926829,0.333333,0,0,1005.75,2,1,Y
2,3,0,0,3,1,0,0,2,2,229,0,0,0.974359,1,0,0,113.5,1,0.5,Y
14,3,0,30,79,79,1,29,7,1.030769,805,0.3,0,0.821918,0.207143,2,6,55.785714,11,3.5714,Y
