@relation prop-3-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Defective {N,Y}

@data
4,3,0,5,16,4,0,5,3,0.888889,66,0.333333,0,0.909091,0.666667,1,2,14.75,2,0.75,N
5,5,0,23,28,4,0,23,1,0.916667,127,0,0,0.888889,0.666667,2,3,23.8,1,0.6,N
5,4,0,14,21,4,1,13,4,0.9375,97,0,0,0.888889,0.583333,3,5,17.6,1,0.6,N
4,1,0,146,7,2,146,0,2,0.814815,94,0.333333,6,0,0.5,0,0,20.25,1,0.5,N
2,3,0,20,26,1,0,20,2,2,84,0,0,0.857143,0.666667,0,0,41,1,0.5,N
2,3,0,10,6,1,0,10,2,2,19,0,0,0.857143,0.666667,1,1,8.5,1,0.5,N
5,5,0,25,28,10,0,25,1,1.083333,115,0,0,0.888889,0.666667,2,3,21.4,1,0.6,N
9,6,0,25,51,24,1,25,1,0.96875,260,0.25,0,0.815789,0.708333,4,9,27.444444,1,0.7778,Y
4,4,0,26,45,6,0,26,2,1.333333,365,1,0,0.785714,0.5,1,1,90,4,2.25,N
4,5,0,6,11,4,0,6,1,1,37,0,0,0.923077,0.555556,2,2,7.5,1,0.5,N
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,N
5,6,0,15,39,4,1,14,4,0.916667,188,0,0,0.892857,0.666667,3,3,36,1,0.6,N
10,4,0,38,68,37,5,33,8,0.944444,475,0,0,0.809524,0.740741,4,9,46.1,2,0.9,N
3,4,0,8,7,3,0,8,1,2,19,0,0,0.857143,0.666667,2,2,5.333333,1,0.6667,N
2,4,0,23,25,1,0,23,2,2,160,0,0,0.916667,0.625,2,2,79,1,0.5,N
2,3,0,12,9,1,0,12,2,2,31,0,0,0.857143,0.625,1,1,14.5,1,0.5,N
7,4,0,11,18,21,0,11,4,1.02381,120,0.285714,0,0.83871,0.444444,1,2,15.142857,4,1.2857,N
2,4,0,22,36,1,0,22,2,1,189,0,0,0.916667,0.625,1,1,93,1,0.5,N
2,1,0,9,8,1,4,5,1,2,26,0,0,0,0.5,0,0,12,4,2,N
2,4,0,15,14,1,0,15,2,2,56,0,0,0.888889,0.666667,2,2,27,1,0.5,N
4,5,0,9,14,4,0,9,1,1,43,0,0,0.923077,0.555556,2,2,9,1,0.5,N
5,5,0,7,12,8,0,7,2,1,58,0,0,0.888889,0.5,3,3,10,1,0.6,N
2,3,6,13,9,1,6,7,2,2,22,0,0,0.952381,0.666667,0,0,10,1,0.5,N
2,3,0,12,8,1,0,12,2,2,28,0,0,0.857143,0.6,1,1,13,2,1,N
8,4,26,46,30,24,26,20,3,0.928571,189,0.25,0,0.769231,0.404762,2,4,22.125,5,1.625,N
10,3,4,27,48,43,4,23,8,0.826389,549,0.0625,0,0.71875,0.23,0,0,52.3,20,3.2,N
2,3,0,12,10,1,0,12,2,2,29,0,0,0.857143,0.6,1,1,13.5,1,0.5,N
5,6,0,26,46,4,2,24,4,0.916667,175,0,0,0.903226,0.666667,4,4,33.4,1,0.6,N
2,3,0,13,14,1,0,13,2,2,48,0,0,0.958333,0.666667,2,2,23,1,0.5,N
2,3,0,5,15,1,0,5,2,1,63,0,0,0.857143,0.666667,0,0,30,3,1.5,N
2,3,0,5,6,1,0,5,2,2,20,0,0,0.833333,0.666667,2,2,9,1,0.5,N
1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,N
4,5,0,9,13,4,0,9,1,1,43,0,0,0.923077,0.555556,2,2,9,1,0.5,N
7,5,0,23,30,15,0,23,3,0.944444,134,0,0,0.827586,0.4,3,4,17.714286,2,0.8571,N
45,1,0,50,221,858,1,49,6,0.907343,2883,0.538462,0,0,0.27686,0,0,62.777778,8,1.7556,Y
6,4,0,29,37,7,5,24,3,0.9,188,0.25,0,0.878788,0.533333,4,8,29.666667,2,0.8333,N
8,5,0,25,26,16,0,25,3,0.904762,114,0,0,0.8,0.666667,3,3,12.875,1,0.75,N
7,4,0,21,35,9,3,18,5,0.875,194,0,0,0.871795,0.611111,3,4,26.142857,2,0.8571,N
2,3,0,6,6,1,0,6,2,2,20,0,0,0.857143,0.625,1,1,9,1,0.5,N
2,3,6,11,7,1,6,5,2,2,17,0,0,0.952381,0.666667,0,0,7.5,1,0.5,N
2,3,0,19,18,1,0,19,2,2,78,0,0,0.857143,0.6,1,1,38,3,1.5,N
3,1,0,2,11,0,0,2,1,0.5,36,0,0,0,0.5,0,0,10.333333,2,0.6667,N
2,3,0,17,12,1,0,17,2,2,76,0,0,0.857143,0.6,1,1,37,2,1,N
5,5,0,12,17,8,0,12,1,1,64,0,0,0.888889,0.666667,2,3,11.2,1,0.6,N
