@relation jedit-3.2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Defective {N,Y}

@data
14,1,0,9,45,61,3,6,11,0.769231,425,1,1,0,0.294872,0,0,29.142857,8,2.4286,N
7,2,0,4,21,0,1,3,0,0.541667,300,1,1,0.538462,0.333333,1,3,41.285714,16,4.7143,N
6,1,0,3,11,9,1,3,5,0.6,113,1,3,0,0.333333,0,0,16.333333,5,1.5,N
6,2,0,16,14,3,8,8,5,0.666667,92,1,0,0.782609,0.444444,0,0,13.833333,1,0.8333,N
5,2,0,5,22,0,1,4,0,0.125,206,1,0,0.7,0.35,1,3,39.8,11,4,N
4,2,0,10,21,2,2,8,3,0.555556,174,0.333333,0,0.857143,0.5,1,1,41.75,1,0.75,N
8,2,0,6,19,0,2,4,6,0.285714,157,1,0,0.695652,0.40625,1,2,18.5,2,1.375,N
4,1,0,2,7,0,1,1,3,0.222222,62,1,0,0,0.666667,0,0,13.75,3,1.75,N
5,1,0,5,5,10,4,1,5,2,5,0,0,0,1,0,0,0,1,1,N
4,2,0,1,11,6,1,1,0,2,93,0,0,0.785714,0.571429,1,2,22.25,5,1.75,N
10,1,2,11,13,39,10,3,8,0.777778,33,1,1,0,0.25,0,0,2.2,1,0.9,Y
5,2,0,14,27,10,2,12,1,1.071429,182,0,0,0.818182,0.72,0,0,34,1,0.8,N
54,5,0,41,175,1183,21,27,25,0.930334,1425,0.846154,5,0.926241,0.122896,3,12,24.907407,11,2.1296,Y
5,6,0,6,51,6,2,5,3,0.75,260,1,1,0.993994,1,2,4,50,3,1.4,Y
11,2,0,7,30,25,3,6,9,0.833333,198,1,0,0.615385,0.386364,1,2,16.727273,4,1.8182,N
51,1,0,58,132,925,44,21,42,0.776471,1458,0.117647,5,0,0.144,0,0,27.254902,33,1.6667,N
18,6,0,21,124,117,7,20,6,0.771242,762,1,0,0.975794,0.1875,3,6,40.833333,7,1.5556,Y
7,2,0,6,15,9,2,4,7,0.722222,64,1,1,0.454545,0.357143,1,1,7.714286,1,0.8571,N
3,6,0,4,23,1,1,3,1,0.5,330,1,0,0.996988,1,2,4,105.333333,3,1.3333,Y
211,4,0,59,430,11469,40,39,169,0.883278,7612,0.906977,10,0.755556,0.084392,3,9,34.872038,25,3.0521,Y
39,1,0,70,144,725,58,21,34,0.955263,1492,0.4,1,0,0.135965,0,0,37,16,2.6923,Y
1,1,0,31,1,0,31,1,1,2,1,0,0,0,1,0,0,0,1,1,N
4,1,0,5,16,2,5,0,2,1.083333,179,0.875,0,0,0.333333,0,0,41.75,20,8.75,Y
12,7,0,7,57,52,1,7,10,0.709091,279,1,2,0.983434,0.277778,0,0,21.833333,3,1.3333,Y
19,5,0,31,132,57,16,22,12,0.595238,828,1,6,0.973174,0.210526,1,1,42.210526,21,3.2105,Y
6,1,3,29,14,7,29,1,6,0.6,49,1,1,0,0.583333,0,0,6.833333,1,0.8333,N
7,6,0,9,58,5,4,8,1,0.733333,300,1,1,0.991018,0.5,4,12,41.142857,5,1.7143,Y
14,7,0,7,54,65,3,7,4,0.846154,313,1,1,0.98048,0.285714,0,0,20.857143,3,1.0714,Y
30,7,0,22,137,315,7,20,4,0.83014,1603,0.888889,5,0.958884,0.233333,2,2,51.533333,11,2.0333,Y
2,2,0,6,8,0,1,6,0,0,69,0,1,0.875,0.571429,1,1,32.5,7,3.5,N
9,1,0,4,18,0,4,1,8,1.015957,361,0.106383,16,0,0.40625,0,0,33.888889,2,1,N
5,2,0,7,22,4,1,6,3,0.625,93,1,0,0.636364,0.6,0,0,17.2,4,1.4,N
1,1,0,10,2,0,9,1,1,2,12,0,0,0,1,0,0,9,0,0,N
5,6,0,6,39,0,3,5,2,0.8,210,1,1,0.993893,0.32,0,0,40,2,1,N
5,7,0,8,52,2,1,8,4,0.5,364,1,1,0.993912,0.466667,0,0,70.8,3,1.6,N
2,2,0,10,9,1,1,9,2,2,106,0,0,0.947368,0.625,2,2,52,1,0.5,N
10,2,0,5,28,13,3,4,9,0.722222,230,0.75,1,0.724138,0.472222,1,3,21.6,3,1.2,Y
3,6,0,4,34,1,1,3,1,0.5,370,1,0,0.996988,1,2,4,118,5,2.6667,N
2,8,0,10,30,1,2,9,2,2,175,0,0,0.998836,0.75,2,3,86.5,15,7.5,Y
8,5,0,4,33,28,2,2,7,2,143,0,0,0.992974,0.5,1,1,16.875,3,1.125,N
7,1,0,36,7,21,36,0,7,2,7,0,0,0,0.52381,0,0,0,1,1,N
8,6,0,5,31,20,2,4,1,0.761905,123,0.666667,1,0.991018,0.5,4,12,14,2,0.875,Y
30,4,0,10,73,337,7,7,25,0.927203,628,1,3,0.957037,0.127778,3,18,19.333333,20,1.9,Y
4,2,0,12,21,6,1,11,1,1,279,0,0,0.857143,0.45,1,1,68.5,4,2.25,N
11,1,2,14,30,15,9,8,7,0.566667,182,0,3,0,0.236364,0,0,15.272727,3,1.0909,N
2,2,0,12,22,1,1,11,1,2,185,0,0,0.947368,0.625,1,2,91.5,1,0.5,N
2,2,0,10,7,1,1,9,1,1,79,0,0,0.947368,0.625,1,1,38,1,0.5,N
2,2,0,1,5,1,0,1,2,2,14,0,0,0.923077,0.75,0,0,6,1,0.5,N
3,6,0,3,17,1,1,2,3,0.5,263,1,0,0.996988,1,2,4,84,5,2,Y
13,1,2,6,32,76,5,2,8,0.972222,439,0.333333,0,0,0.318182,0,0,32.538462,10,2.4615,N
5,6,0,5,33,2,2,3,3,0.458333,191,1,1,0.996241,0.4375,2,11,36,8,2.6,Y
2,1,0,4,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,N
45,1,0,41,77,898,36,5,28,0.795455,1472,0.25,2,0,0.083333,0,0,31.622222,12,2.0222,N
36,1,0,23,109,630,12,14,14,2,1557,0,0,0,0.155983,0,0,42.25,30,3.1111,N
1,1,0,1,2,0,1,0,0,2,6,0,0,0,1,0,0,3,0,0,N
22,1,0,12,51,129,11,6,9,0.873016,593,0.8,5,0,0.140909,0,0,25.272727,11,2.6818,Y
7,1,0,5,12,13,5,0,6,0.5,64,1,0,0,0.166667,0,0,7.857143,4,1.5714,N
17,7,0,5,80,98,3,4,4,0.875,662,1,0,0.977545,0.1875,1,3,37.294118,5,1.1765,N
1,4,0,3,2,0,2,1,1,2,5,0,0,1,1,0,0,4,0,0,N
