@relation prop-2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Defective {N,Y}

@data
6,5,0,13,16,9,1,12,2,0.933333,57,0,0,0.846154,0.44,2,4,8,1,0.6667,N
4,4,0,14,20,4,1,13,3,1.133333,82,0.4,0,0.959184,0.555556,3,5,18.25,1,0.5,N
6,4,0,28,41,15,1,27,1,1,167,0,0,0.857143,0.404762,1,3,26.333333,5,1.5,N
2,3,0,16,13,1,1,15,2,2,82,0,0,0.875,0.625,1,1,40,7,3.5,N
2,3,0,17,19,1,1,16,2,2,96,0,0,0.875,0.625,1,1,47,1,0.5,N
266,1,0,46,268,35227,2,44,266,0.995687,826,0.857143,0,0,0.029559,0,0,2.078947,1,0.9962,N
2,3,0,13,17,1,3,10,2,2,65,0,0,0.875,0.666667,1,1,31.5,5,2.5,N
5,6,0,17,19,4,1,16,1,0.916667,71,0,0,0.884615,0.666667,2,3,12.6,1,0.6,N
2,3,0,20,35,1,0,20,2,2,176,0,0,0.875,0.625,2,2,87,1,0.5,N
2,3,0,9,8,1,0,9,1,2,30,0,0,0.857143,0.666667,1,1,14,4,2,N
2,3,0,17,14,1,5,12,2,2,55,0,0,0.875,0.625,1,1,26.5,4,2,N
4,3,2,9,24,2,2,7,2,0.777778,101,0.333333,0,0.955556,0.666667,2,3,23.5,3,1.25,N
2,1,0,4,6,1,0,4,0,1,21,1,0,0,1,0,0,8,0,0,N
3,4,0,8,8,3,6,2,2,1.166667,29,0,0,0.982759,1,3,6,7.666667,1,0.3333,N
2,3,0,25,52,1,1,24,2,1,218,0,0,0.875,0.625,1,1,107,9,4.5,N
5,6,0,13,16,4,1,12,1,0.916667,62,0,0,0.884615,0.666667,2,3,10.8,1,0.6,N
4,1,0,21,43,6,0,21,2,0.962963,289,0.111111,0,0,0.47619,0,0,69,15,4,N
2,3,0,21,19,1,1,20,2,2,169,0,0,0.875,0.625,1,1,83.5,4,2,N
5,6,0,15,18,4,0,15,1,0.916667,64,0,0,0.884615,0.666667,2,3,11.2,1,0.6,N
5,6,0,16,19,4,4,12,1,0.916667,89,0,0,0.884615,0.666667,2,3,16.2,1,0.6,N
2,3,0,15,21,1,1,14,2,2,102,0,0,0.875,0.625,1,1,50,6,3,N
2,3,0,15,14,1,1,14,2,2,83,0,0,0.875,0.625,1,1,40.5,1,0.5,N
4,2,0,30,66,4,0,30,2,0.820513,680,0.230769,0,0.894737,0.555556,0,0,165.75,11,3,N
2,3,0,3,5,1,0,3,2,2,11,0,0,0.961538,0.666667,2,2,4.5,1,0.5,N
3,3,0,22,18,3,1,21,2,1,71,0,0,0.777778,0.444444,1,1,22.333333,1,0.6667,N
4,4,0,20,38,4,1,19,3,1,192,0,0,0.978723,0.555556,3,11,46.25,1,0.5,N
2,3,0,24,31,1,1,23,2,1,133,0,0,0.875,0.625,1,1,64.5,6,3,N
2,3,0,14,22,1,2,12,2,2,120,0,0,0.875,0.625,1,1,59,12,6,N
3,4,0,45,71,3,6,39,2,1.25,599,0.75,0,0.894737,0.444444,1,2,197.333333,1,0.6667,N
2,3,0,24,24,1,1,23,2,1,128,0,0,0.875,0.625,1,1,62.5,1,0.5,N
2,2,0,19,18,1,1,18,2,2,78,0,0,0.8,0.666667,0,0,38,1,0.5,N
2,3,0,20,15,1,1,19,2,2,68,0,0,0.875,0.625,1,1,33,1,0.5,N
2,1,0,31,33,1,0,31,0,1,156,1,0,0,1,0,0,62,0,0,N
5,6,0,14,17,4,1,13,1,0.916667,60,0,0,0.884615,0.666667,2,3,10.4,1,0.6,N
2,3,0,7,11,1,1,6,2,2,42,0,0,0.875,0.625,1,1,20,3,1.5,N
5,4,0,15,18,8,3,12,4,1,70,0,0,0.94,0.5,3,6,12.4,1,0.6,N
2,3,0,12,9,1,4,8,2,2,26,0,0,0.875,0.666667,1,1,12,3,1.5,N
2,3,0,19,18,1,1,18,2,2,70,0,0,0.875,0.6,1,1,34,1,0.5,N
